"repo_url","description","languages","num_commits","first_commit_date","last_commit_date","num_contributors","contributor_usernames","agency","organization"
"https://github.com/HABF-SDI-NCCOS-NOAA/.github","Organizational README",NA,2,"2023-04-07T16:16:46Z","2023-04-07T16:23:53Z",1,"alexandriaghounshell","National Oceanic and Atmospheric Administration","HABF-SDI-NCCOS-NOAA"
"https://github.com/HABF-SDI-NCCOS-NOAA/NOAA-Affiliated-Projects","These repositories are contributed to by NOAA staff from line offices and/or staff office throughout the organization",NA,80,"2017-10-30T17:58:45Z","2023-04-17T12:44:33Z",23,"eugeneburger, ChrisBarker-NOAA, CorinneBassin-NOAA, LindsayRAbrams, SriReddy-NOAA, DaveEslinger, GlenRice-NOAA, jayreyrey, jswhit2, Jordan-Pierce, alexandriaghounshell, douglas-ohlhorst-noaa, KateFriedman-NOAA, kpapaco, lacemase, lukenoaa, sellersmj, Mulika808, hellkite500, baldwinrich, slarge, underwoo, akubaryk","National Oceanic and Atmospheric Administration","HABF-SDI-NCCOS-NOAA"
